121.561996 81.001999
127.569000 113.457001
95.467003 116.822998
652.234009 60.743000
324.015991 91.058998
639.747986 109.970001
360.282013 38.381001
306.850006 71.127998
484.187012 87.379997
393.657013 84.093002
506.434998 122.746002
112.581001 19.120001
228.705002 74.679001
649.466003 77.259003
775.633972 78.057999
241.565002 83.218002
682.984985 77.012001
577.830994 106.556999
253.660995 77.766998
64.115997 94.832001
55.554001 77.417000
548.424011 67.278999
310.682007 80.522003
290.442993 155.729996
598.054016 106.678001
87.004997 36.759998
639.640991 46.352001
119.848000 119.064003
60.721001 116.612999
691.056030 77.653000
635.617004 104.271004
510.291992 66.658997
619.107971 126.945999
611.562988 121.912003
312.510010 81.755997
640.291016 99.178001
373.234985 45.612999
375.992004 91.449997
232.694000 109.503998
605.695007 33.347000
624.918030 76.685997
463.015991 70.754997
292.125000 55.312000
521.155029 65.891998
627.442993 148.744003
319.139008 114.913002
374.606995 90.989998
473.226013 86.073997
460.148987 87.914001
589.187012 41.852001
66.552002 102.445000
428.223999 81.871002
643.057007 88.280998
319.290985 114.130997
552.572021 91.389000
372.127014 101.216003
219.613007 124.125999
305.470001 75.464996
190.897995 63.881001
669.844971 77.023003
612.718018 127.416000
650.607971 85.202003
562.491028 77.732002
99.407997 123.476997
373.578003 47.561001
119.271004 41.755001
320.598999 102.574997
473.028015 97.907997
386.785004 61.125999
43.040001 145.251007
392.695007 89.742996
315.665985 79.015999
72.172997 36.658001
232.733002 85.996002
589.484985 28.806999
510.835999 114.318001
458.407990 95.913002
544.504028 32.652000
358.075012 35.200001
641.109009 97.644997
271.841003 76.975998
686.612000 37.124001
451.606995 119.617996
597.505981 111.469002
506.488007 45.852001
191.632996 73.132004
220.776993 113.158997
594.893982 104.123001
507.376007 103.654999
342.789001 34.183998
223.962997 84.974998
74.682999 77.225998
50.952999 91.820999
641.023010 116.862999
687.879028 76.602997
447.983002 61.563999
195.001007 49.942001
637.169983 56.174999
107.400002 94.708000
124.691002 88.194000
286.438995 147.785995
79.572998 124.060997
516.916016 75.572998
93.746002 90.277000
182.621002 154.496002
187.882004 94.653999
166.625000 141.270004
651.091980 111.934998
372.493011 54.273998
372.528015 122.831001
520.409973 60.632000
477.234985 35.341999
367.325012 148.106995
611.195984 40.414001
206.240005 76.779999
599.150024 114.672997
450.311005 123.221001
102.848000 76.717003
620.140991 42.645000
260.604004 75.376999
197.102005 38.658001
241.089996 83.378998
458.634003 51.484001
634.554993 121.371002
332.700012 116.450996
486.208008 39.754002
235.893005 82.325996
110.369003 35.653000
305.644012 82.112000
317.049011 71.785004
188.914001 90.891998
341.954010 113.425003
48.502998 96.016998
604.322021 109.995003
636.380981 38.622002
527.085999 135.666000
69.582001 43.792000
335.645996 33.296001
248.576004 76.853996
141.582993 68.907997
498.319000 38.799999
457.346985 98.192001
658.244019 109.745003
459.993011 33.548000
460.234009 33.227001
245.024002 49.400002
346.335999 44.568001
376.609009 90.900002
94.543999 121.655998
644.026001 71.632004
430.699005 127.126999
741.916016 78.759003
513.549988 95.879997
225.423996 36.782001
55.263000 111.043999
493.289001 36.257000
68.233002 119.808998
146.214005 63.529999
233.895996 123.693001
478.216003 88.043999
120.879997 91.778999
339.597992 33.405998
488.567993 107.682999
459.346008 61.339001
593.408997 65.935997
77.405998 123.671997
195.647995 96.322998
82.730003 124.036003
282.707001 77.032997
381.621002 53.877998
354.424988 31.010000
456.967987 53.887001
384.653015 48.089001
588.317017 58.639000
112.978996 81.394997
200.477997 120.681000
29.712000 141.990005
642.692993 43.034000
486.373993 80.212997
515.658997 69.102997
636.481995 51.926998
587.796021 85.054001
510.266998 104.704002
423.183990 24.643000
461.837006 119.569000
72.792000 76.675003
530.013000 13.297000
320.278992 140.518005
508.720001 57.502998
249.076996 40.504002
72.396004 112.041000
